epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,9.41762924194336,0.17935951054096222,,9.646846771240234,0.0
500,17.1025390625,0.2847847044467926,,18.659574508666992,0.0
1000,17.46215057373047,0.2862413227558136,,19.183137893676758,0.0
1500,17.876956939697266,0.29032397270202637,,19.81905174255371,0.0
2000,18.01590347290039,0.2931566834449768,,20.042224884033203,0.0
2500,18.170917510986328,0.29315972328186035,,20.288145065307617,0.0
3000,18.28458023071289,0.2954958975315094,,20.478675842285156,0.0
3500,18.363731384277344,0.29604271054267883,,20.610082626342773,0.0
4000,18.409461975097656,0.29655221104621887,,20.687808990478516,0.0
4500,18.431110382080078,0.29682084918022156,,20.724679946899414,0.0
4999,18.435476303100586,0.2968761622905731,,20.732112884521484,0.0
