epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,3.06915283203125,-0.17237775027751923,,3.0812315940856934,0.0
500,26.89104461669922,0.7359838485717773,,33.959075927734375,0.0
1000,27.531795501708984,0.7876444458961487,,35.99456787109375,0.0
1500,27.776430130004883,0.7928672432899475,,40.37971878051758,0.0
2000,27.71249008178711,0.7902639508247375,,39.31214904785156,0.0
2500,27.7987003326416,0.7888590693473816,,42.71346664428711,0.0
3000,27.797836303710938,0.7848336696624756,,44.84260559082031,0.0
3500,27.73075294494629,0.7773208618164062,,45.55696105957031,0.0
4000,27.685440063476562,0.772169291973114,,45.90431594848633,0.0
4500,27.66592025756836,0.769999086856842,,46.035316467285156,0.0
4999,27.66216278076172,0.7695846557617188,,46.06010818481445,0.0
