epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.09484708309173584,13.180349349975586,0.254138320684433,,13.35710334777832,0.002999999704010574,0.02999999703921747,1.8899614810943604,1.9966111183166504,7.3163161277771,1.0600208044052124,77.87545013427734,182.55226135253906,1.1333147287368774,979.83203125,76.53154754638672,182.2064971923828,1.1450892686843872,3463.422119140625,75.49586486816406,181.2825927734375,1.1516950130462646,600.5144653320312,1.8419264554977417,2.731421947479248,0.9162188768386841,1.6069846153259277,10.018877387552726
500,0.00819343887269497,19.904436111450195,0.3764432370662689,,20.82362174987793,0.0029263178201258035,0.02926295708101175,1.8252222537994385,1.9908376932144165,20.47292709350586,1.1008154153823853,70.36602783203125,173.79922485351562,1.6591262817382812,503.8843688964844,69.71131134033203,171.7545166015625,1.6295361518859863,505.0442199707031,63.4952392578125,170.80645751953125,1.4834108352661133,7343.9404296875,1.104211688041687,1.425757646560669,8.059996604919434,7.643179416656494,661.7892197843071
1000,0.00538769643753767,21.34941291809082,0.4001002609729767,,22.665931701660156,0.0027130669537502256,0.027129808451334846,1.8314708471298218,1.9915385246276855,22.152450561523438,1.0966713428497314,64.79560852050781,161.89962768554688,2.4165470600128174,12468.0634765625,64.4111328125,159.6732635498047,2.3374767303466797,4796.5771484375,49.89242172241211,149.15631103515625,2.0379183292388916,564.685302734375,1.084372878074646,1.3706728219985962,10.121441841125488,7.185311794281006,2581.032591530318
1500,0.004522384610027075,21.835601806640625,0.41338881850242615,,23.38294792175293,0.002381121585490829,0.023809358600580043,1.831526756286621,1.9915446043014526,22.893583297729492,1.0966345071792603,62.68092346191406,153.79046630859375,3.0061259269714355,1213.5975341796875,62.91830062866211,152.39923095703125,2.8791067600250244,19010.623046875,44.11505126953125,136.64437866210938,2.491474151611328,1993.817626953125,1.0715833902359009,1.3300013542175293,11.38533878326416,7.006659984588623,5620.578995365989
2000,0.004063034895807505,22.252582550048828,0.4253614842891693,,23.978757858276367,0.0019629748407922155,0.01962663629507368,1.834709882736206,1.9918891191482544,23.308809280395508,1.0945414304733276,61.556182861328125,149.32696533203125,3.4557857513427734,25692.47265625,61.024288177490234,147.76661682128906,3.317856788635254,852.3872680664062,42.896034240722656,128.8212890625,2.780297040939331,1589.0953369140625,1.0614593029022217,1.2907873392105103,12.314325332641602,7.6807966232299805,9150.110837717453
2500,0.0035998474340885878,22.470149993896484,0.43345126509666443,,24.31592559814453,0.0014995578364251723,0.014991075536818636,1.8375415802001953,1.9921886920928955,23.57313346862793,1.0926896333694458,60.609336853027344,146.92315673828125,3.7975261211395264,6259.3330078125,60.49898910522461,144.9182891845703,3.623774528503418,6392.841796875,41.61909484863281,124.0428695678711,3.024132013320923,4007.07666015625,1.0595993995666504,1.2880222797393799,13.509761810302734,6.873100280761719,13253.411751945203
3000,0.0033485351596027613,22.742298126220703,0.44235217571258545,,24.729806900024414,0.0010362330575932738,0.010356437310683876,1.8403112888336182,1.992475152015686,23.741636276245117,1.0908873081207275,60.6076774597168,145.54397583007812,4.026438236236572,1250.54296875,60.578189849853516,142.9824981689453,3.8394775390625,2170.856201171875,40.39867401123047,121.02996826171875,3.231553554534912,49782.5,1.0550181865692139,1.2708775997161865,14.711030006408691,6.812342166900635,17448.506481672608
3500,0.0031302853021770716,22.935779571533203,0.4495517313480377,,25.05134391784668,0.000618353961822141,0.00617639229766675,1.8425368070602417,1.9927010536193848,23.84693145751953,1.0894455909729004,60.92402648925781,144.77890014648438,4.169552326202393,982.9334106445312,59.933475494384766,141.71762084960938,4.014766216278076,3801.937255859375,39.702125549316406,119.09159851074219,3.386237859725952,38472.36328125,1.0554957389831543,1.2738757133483887,15.7102632522583,6.420566558837891,21236.50852324435
4000,0.002984465565532446,23.057109832763672,0.4547266662120819,,25.25461196899414,0.0002868254665407142,0.0028601124277275675,1.843812346458435,1.992828607559204,23.910114288330078,1.0886218547821045,61.32578659057617,144.43118286132812,4.246583938598633,943.2377319335938,59.541988372802734,141.06362915039062,4.125041961669922,11793.4853515625,39.49235153198242,117.82593536376953,3.485382556915283,20724.26953125,1.0659592151641846,1.3154630661010742,16.63488006591797,6.0115885734558105,24283.97980313587
4500,0.002923456486314535,23.10593605041504,0.45685067772865295,,25.34115219116211,7.409989076198911e-05,0.00073221828041645,1.8443603515625,1.9928829669952393,23.93779754638672,1.088268518447876,61.60302734375,144.33596801757812,4.277714252471924,881.9359130859375,59.429203033447266,140.88186645507812,4.1725592613220215,22172.43359375,39.449432373046875,117.30464172363281,3.5330212116241455,16696.5,1.067091703414917,1.3189774751663208,17.148479461669922,6.1795878410339355,25886.3212428267
4999,0.002912936033681035,23.11467933654785,0.4572482109069824,,25.356691360473633,1e-06,1e-06,1.8444461822509766,1.992891550064087,23.942794799804688,1.0882132053375244,61.64838409423828,144.34030151367188,4.283087730407715,879.1119384765625,59.423213958740234,140.87179565429688,4.180302619934082,68423.28125,39.4613037109375,117.24324798583984,3.5406155586242676,37116.17578125,1.0668858289718628,1.3180359601974487,17.25499725341797,6.218392372131348,26189.861626421207
