epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,13.180349349975586,0.254138320684433,,13.35710334777832,0.0
500,19.95911407470703,0.37634754180908203,,20.87774658203125,0.0
1000,21.262962341308594,0.39450332522392273,,22.543636322021484,0.0
1500,21.855314254760742,0.41168347001075745,,23.353166580200195,0.0
2000,17.158039093017578,0.32262691855430603,,17.619211196899414,0.0
2500,20.181406021118164,0.368961364030838,,21.165390014648438,0.0
3000,21.057086944580078,0.38969686627388,,22.293880462646484,0.0
3500,21.593704223632812,0.4002487361431122,,23.03291130065918,0.0
4000,22.034584045410156,0.413723349571228,,23.654157638549805,0.0
4500,22.30437469482422,0.4253159761428833,,24.06529426574707,0.0
4999,22.487764358520508,0.43140843510627747,,24.33316993713379,0.0
