epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,9.583043098449707,0.3588550388813019,,9.860161781311035,0.0
500,13.99596118927002,0.42440953850746155,,14.804409980773926,0.0
1000,15.308302879333496,0.43907928466796875,,16.456323623657227,0.0
1500,16.04832649230957,0.4490278959274292,,17.458221435546875,0.0
2000,16.43791961669922,0.4562060534954071,,17.966629028320312,0.0
2500,16.825096130371094,0.4637952744960785,,18.549184799194336,0.0
3000,17.085939407348633,0.4691525399684906,,18.955228805541992,0.0
3500,17.307575225830078,0.473392516374588,,19.30820655822754,0.0
4000,17.477880477905273,0.4769386351108551,,19.580020904541016,0.0
4500,17.563608169555664,0.4786015450954437,,19.721969604492188,0.0
4999,17.579097747802734,0.47887590527534485,,19.747385025024414,0.0
