epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,9.27351188659668,0.18417046964168549,,9.431356430053711,0.0
500,14.72801399230957,0.3709981441497803,,15.306180953979492,0.0
1000,14.728716850280762,0.3732295036315918,,15.306783676147461,0.0
1500,14.728498458862305,0.37214645743370056,,15.306462287902832,0.0
2000,14.728490829467773,0.37229838967323303,,15.306381225585938,0.0
2500,14.728536605834961,0.3720463514328003,,15.307317733764648,0.0
3000,14.728351593017578,0.37190404534339905,,15.306843757629395,0.0
3500,14.727937698364258,0.3710215091705322,,15.30668830871582,0.0
4000,14.728622436523438,0.3726847171783447,,15.305977821350098,0.0
4500,14.729846954345703,0.3751917779445648,,15.307950019836426,0.0
4999,14.731025695800781,0.3780018389225006,,15.309304237365723,0.0
