epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.10259110480546951,11.63830852508545,0.3170224726200104,,11.913005828857422,0.0009999999014026553,1.8942832946777344,1.9968863725662231,7.3031134605407715,1.057456374168396,77.87928771972656,182.54965209960938,1.1336379051208496,4553.5048828125,76.54942321777344,182.2091064453125,1.1451548337936401,12634.9638671875,75.48628234863281,181.2633819580078,1.1521388292312622,743.8524169921875,2.672727346420288,2.9886372089385986,0.6204937100410461,1.1041487455368042,6.77780100913639
500,0.007891891524195671,18.909923553466797,0.4431634247303009,,20.64042854309082,0.0009754556526527767,1.8500034809112549,1.9934297800064087,7.675321102142334,1.0846501588821411,10.567364692687988,111.69252014160156,3.9322879314422607,3022.3505859375,16.446720123291016,151.08364868164062,2.7610702514648438,60543.54296875,12.167101860046387,131.1176300048828,3.4212429523468018,1072.7274169921875,1.9600251913070679,2.6952521800994873,1.0531775951385498,1.8682295083999634,300.265093919973
1000,0.005015334580093622,20.411598205566406,0.46275901794433594,,23.0958251953125,0.000904419435410629,1.8508635759353638,1.9935109615325928,7.799369812011719,1.084101676940918,9.457881927490234,89.68153381347656,4.836210250854492,4767.88818359375,13.504344940185547,133.9201202392578,3.2780163288116455,4509.48974609375,10.177844047546387,105.16830444335938,4.251156330108643,4659.62255859375,1.7956401109695435,2.5570414066314697,1.2682592868804932,2.2144057750701904,666.6393202281907
1500,0.0048256972804665565,20.4500789642334,0.4607863426208496,,23.1798152923584,0.0007938447695582991,1.8560900688171387,1.993991494178772,7.892181396484375,1.0807874202728271,9.379237174987793,77.86311340332031,5.501495838165283,23609.23828125,12.418582916259766,122.69924926757812,3.619860887527466,34716.828125,9.368961334228516,89.25959777832031,4.906886577606201,1727.680419921875,1.6787563562393188,2.45231294631958,1.4449928998947144,2.483247995376587,1114.4009169079422
2000,0.004284760914742947,20.727218627929688,0.4660801887512207,,23.700735092163086,0.0006545554738084113,1.8600218296051025,1.9943392276763916,7.952694416046143,1.0783140659332275,9.483833312988281,70.5677490234375,6.053730010986328,10994.26171875,12.001063346862793,114.9057846069336,3.859945774078369,3493.253662109375,9.05651569366455,80.02110290527344,5.403671741485596,10734.2412109375,1.607256531715393,2.3773374557495117,1.580310583114624,2.685436725616455,1586.9014391613418
2500,0.0039521316066384315,20.88913917541504,0.4663689434528351,,24.03570556640625,0.0005001861549145554,1.8622660636901855,1.9945323467254639,8.001651763916016,1.0769098997116089,9.697916984558105,66.0782241821289,6.472473621368408,3366.252685546875,11.796566009521484,109.28329467773438,4.043241500854492,4416.46533203125,8.55768871307373,73.3204345703125,5.927705764770508,10361.4619140625,1.5533545017242432,2.313788890838623,1.699286699295044,2.8665688037872314,2109.2735883182827
3000,0.003802825463935733,20.96759605407715,0.46736419200897217,,24.19900131225586,0.00034584755736434975,1.8636220693588257,1.9946472644805908,8.038997650146484,1.076064109802246,9.841520309448242,63.25395584106445,6.799443244934082,16318.103515625,11.634306907653809,105.02497863769531,4.193981647491455,2910.0283203125,8.10471248626709,68.48299407958984,6.400200366973877,5315.05712890625,1.53460693359375,2.27762508392334,1.8004786968231201,3.020817995071411,2641.699038009858
3500,0.003693709149956703,21.027263641357422,0.46807077527046204,,24.32558822631836,0.0002066474184262493,1.86483895778656,1.9947491884231567,8.069777488708496,1.07530677318573,9.948798179626465,61.665794372558594,7.028865814208984,3599.9375,11.511802673339844,102.13130950927734,4.305901050567627,33087.828125,7.775291919708252,65.17517852783203,6.774487018585205,37311.0078125,1.546152949333191,2.265923023223877,1.8862035274505615,3.155806541442871,3120.8710562861534
4000,0.003623455297201872,21.065933227539062,0.4684738218784332,,24.408891677856445,9.621161756391294e-05,1.866908073425293,1.9949198961257935,8.090018272399902,1.0740227699279785,10.028792381286621,60.8787841796875,7.162744998931885,3859.643310546875,11.434821128845215,100.37320709228516,4.379478931427002,2670.579833984375,7.571774959564209,63.326114654541016,7.0163893699646,9265.7333984375,1.5428074598312378,2.2508809566497803,1.9484363794326782,3.251459836959839,3469.3758068471916
4500,0.0035916385240852833,21.083499908447266,0.46866536140441895,,24.447113037109375,2.535038041721489e-05,1.8677970170974731,1.9949922561645508,8.099748611450195,1.073472499847412,10.066139221191406,60.563480377197266,7.219756603240967,4108.49951171875,11.394783973693848,99.59452056884766,4.414378643035889,2236.74072265625,7.47029447555542,62.515953063964844,7.131277084350586,8275.638671875,1.539694905281067,2.2432219982147217,1.977782964706421,3.295365810394287,3640.9073008968007
4999,0.003585534868761897,21.08688735961914,0.46870124340057373,,24.4544620513916,1e-06,1.8679264783859253,1.9950027465820312,8.101741790771484,1.073392391204834,10.072965621948242,60.51148986816406,7.229816436767578,4210.95458984375,11.387374877929688,99.45503997802734,4.420866966247559,2272.385498046875,7.450148105621338,62.37037658691406,7.15278959274292,8255.0126953125,1.538940191268921,2.241628408432007,1.9834883213043213,3.3041114807128906,3673.8228622550478
