epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.38233429193496704,4.330200672149658,0.004509498365223408,,4.412721633911133,0.0009999999014026553,1.8945523500442505,1.9969030618667603,7.302785873413086,1.0572973489761353,77.90431213378906,182.56558227539062,1.1335164308547974,990.5872802734375,76.68924713134766,182.1938934326172,1.1441795825958252,3162.337646484375,75.5794906616211,181.25570678710938,1.1545910835266113,3127.40576171875,2.669246196746826,2.9880993366241455,0.6156390905380249,1.109012484550476,1077171.7379108276
500,0.0025446326471865177,16.032337188720703,0.16516143083572388,,26.00633430480957,0.0009754556526527767,1.8926775455474854,1.9967855215072632,7.306263446807861,1.0584070682525635,77.18540954589844,182.37835693359375,1.1477655172348022,1850.860595703125,76.78086853027344,182.3459014892578,1.1554334163665771,1852.53662109375,21.780794143676758,156.80921936035156,2.362886905670166,1006.0984497070312,1.2236924171447754,1.6101186275482178,0.9103379845619202,101.51872253417969,3334717.1804141914
1000,0.001956118503585458,16.05508804321289,0.1651982218027115,,27.120037078857422,0.000904419435410629,1.8926231861114502,1.9967820644378662,7.308127403259277,1.0584391355514526,72.75321197509766,182.1615753173828,1.1853084564208984,1856.0340576171875,76.67683410644531,182.356689453125,1.1538562774658203,1436.7159423828125,22.72306251525879,153.74119567871094,2.413318634033203,3356.294921875,1.2448689937591553,1.6420842409133911,0.9081770777702332,222.185302734375,3505051.430783356
1500,0.0015379356918856502,15.962295532226562,0.16216915845870972,,28.344812393188477,0.0007938447695582991,1.8926947116851807,1.9967867136001587,7.3093109130859375,1.058396816253662,66.55821990966797,181.81845092773438,1.2425096035003662,1985.03125,76.61578369140625,182.36390686035156,1.154147982597351,1432.213623046875,23.066024780273438,151.91195678710938,2.4726715087890625,1010.4149780273438,1.256986379623413,1.6597490310668945,0.9242516756057739,227.50636291503906,3832783.961903914
2000,0.001117280567996204,15.772043228149414,0.15639688074588776,,29.556467056274414,0.0006545554738084113,1.892891764640808,1.9967992305755615,7.310054302215576,1.058280110359192,62.263214111328125,181.5159454345703,1.2871149778366089,1243.098876953125,76.60224914550781,182.37191772460938,1.155042290687561,1250.354736328125,23.296337127685547,150.4713134765625,2.5409297943115234,1772.9295654296875,1.2693723440170288,1.6770292520523071,0.9532889723777771,231.90452575683594,4211851.498938871
2500,0.0006763056153431535,15.511974334716797,0.1491917222738266,,31.702598571777344,0.0005001861549145554,1.8931151628494263,1.9968132972717285,7.310395240783691,1.058147668838501,59.925987243652344,181.3058319091797,1.3137248754501343,1343.91748046875,76.6396255493164,182.388427734375,1.1559478044509888,1845.8701171875,23.506498336791992,149.12338256835938,2.618691921234131,1486.13330078125,1.282770037651062,1.6948657035827637,0.9911578893661499,241.70228576660156,4610316.480325448
3000,0.000413702946389094,15.20606803894043,0.1411239355802536,,33.82281494140625,0.00034584755736434975,1.8932485580444336,1.9968215227127075,7.310699939727783,1.0580686330795288,58.268741607666016,181.15357971191406,1.3335334062576294,38300.97265625,76.65381622314453,182.38999938964844,1.157021164894104,3571.194091796875,23.7264404296875,147.58642578125,2.703648090362549,1952.333740234375,1.296665072441101,1.7124820947647095,1.0344035625457764,251.08499145507812,5047360.389126178
3500,0.00037050608079880476,15.014495849609375,0.1363477259874344,,34.31247329711914,0.0002066474184262493,1.8932937383651733,1.9968245029449463,7.310863494873047,1.0580418109893799,57.293331146240234,181.0496826171875,1.3457518815994263,4038.577392578125,76.64986419677734,182.3888702392578,1.1577011346817017,5108.46826171875,23.90154266357422,146.20281982421875,2.7676358222961426,8633.9140625,1.3039848804473877,1.7214082479476929,1.061967372894287,260.0803527832031,5356365.813266313
4000,0.0003579787735361606,14.933090209960938,0.13437218964099884,,34.46162033081055,9.621161756391294e-05,1.893326759338379,1.9968265295028687,7.3109965324401855,1.0580222606658936,56.894317626953125,180.99452209472656,1.3510234355926514,1706.9644775390625,76.64762115478516,182.388427734375,1.1579515933990479,4143.0322265625,23.982728958129883,145.42271423339844,2.7988693714141846,60322.15625,1.3071088790893555,1.7251490354537964,1.0740686655044556,262.6612548828125,5501289.808804432
4500,0.00035304116318002343,14.90037727355957,0.13359303772449493,,34.52180862426758,2.535038041721489e-05,1.893337368965149,1.9968270063400269,7.311067581176758,1.058016061782837,56.70055389404297,180.96630859375,1.3536040782928467,1479.232666015625,76.64945220947266,182.38861083984375,1.1580318212509155,3994.07177734375,24.013660430908203,145.09474182128906,2.8118722438812256,50068.1015625,1.3083826303482056,1.7266627550125122,1.0790144205093384,263.4128723144531,5563342.0491950475
4999,0.0003521242178976536,14.89427375793457,0.13344894349575043,,34.53304672241211,1e-06,1.8933383226394653,1.996827244758606,7.311085224151611,1.0580154657363892,56.660213470458984,180.95974731445312,1.3541450500488281,1447.6397705078125,76.64986419677734,182.3882598876953,1.1580512523651123,3971.0146484375,24.020675659179688,145.03338623046875,2.814239740371704,64258.23046875,1.3086227178573608,1.7269474267959595,1.0799410343170166,263.5375061035156,5575141.968825395
