epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,4.330200672149658,0.004509498365223408,,4.412721633911133,0.0
500,16.032337188720703,0.16516143083572388,,26.00633430480957,0.0
1000,16.05508804321289,0.1651982218027115,,27.120037078857422,0.0
1500,15.962295532226562,0.16216915845870972,,28.344812393188477,0.0
2000,15.772043228149414,0.15639688074588776,,29.556467056274414,0.0
2500,15.511974334716797,0.1491917222738266,,31.702598571777344,0.0
3000,15.20606803894043,0.1411239355802536,,33.82281494140625,0.0
3500,15.014495849609375,0.1363477259874344,,34.31247329711914,0.0
4000,14.933090209960938,0.13437218964099884,,34.46162033081055,0.0
4500,14.90037727355957,0.13359303772449493,,34.52180862426758,0.0
4999,14.89427375793457,0.13344894349575043,,34.53304672241211,0.0
