epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.1698402762413025,14.001616477966309,0.6017627120018005,,14.124124526977539,0.002999999704010574,0.02999999703921747,150,250,100,150,250,5000,,cosine_inc_closed_form,1.8807226419448853,1.9959791898727417,7.314158916473389,1.0655661821365356,77.89701080322266,182.5538330078125,1.1331596374511719,978.1925659179688,76.52892303466797,182.20849609375,1.1451172828674316,4783.5009765625,75.47431182861328,181.28103637695312,1.151870608329773,610.7554321289062,1.8422205448150635,2.731600046157837,0.9159834980964661,1.6069328784942627,10.013751383510073
500,0.015027201734483242,18.166292190551758,0.6728558540344238,,18.498746871948242,0.0029263178201258035,0.02926295708101175,152,250,100,150,250,5000,,cosine_inc_closed_form,1.7049161195755005,1.9701179265975952,19.981563568115234,1.1910533905029297,67.14981079101562,171.19277954101562,1.6294490098953247,3447.11181640625,66.20377349853516,169.83432006835938,1.6294574737548828,7179.1181640625,59.743953704833984,170.14938354492188,1.5290030241012573,1443.7518310546875,1.2085154056549072,1.756321668624878,6.384338855743408,4.092065334320068,517.8900274003976
1000,0.00931230653077364,19.72511863708496,0.7063403129577637,,20.203929901123047,0.0027130669537502256,0.027129808451334846,160,250,100,150,250,5000,,cosine_inc_closed_form,1.6894339323043823,1.9663013219833374,23.415843963623047,1.204352617263794,64.66659545898438,155.27882385253906,2.2503368854522705,1417.683837890625,62.571651458740234,152.75506591796875,2.2648732662200928,26505.357421875,48.16366958618164,146.8884735107422,2.0669968128204346,4844.7802734375,1.1427479982376099,1.5444906949996948,10.400222778320312,6.312107563018799,2565.56905684208
1500,0.12673063576221466,10.549972534179688,0.457375168800354,,10.596603393554688,0.002381121585490829,0.023809358600580043,171,250,100,150,250,5000,,cosine_inc_closed_form,1.687212347984314,1.965728998184204,25.520273208618164,1.206297755241394,58.589202880859375,146.10232543945312,2.859144926071167,5568.681640625,57.621742248535156,143.3645477294922,2.838855028152466,900.703857421875,42.4502067565918,133.27137756347656,2.507844924926758,1425.271484375,1.1606106758117676,1.5865222215652466,10.262208938598633,6.351808071136475,5330.969952958175
2000,0.012988777831196785,18.52370834350586,0.6776618957519531,,18.883638381958008,0.0019629748407922155,0.01962663629507368,185,250,100,150,250,5000,,cosine_inc_closed_form,1.6967781782150269,1.9681488275527954,26.381839752197266,1.197988748550415,58.071685791015625,145.98875427246094,3.068671703338623,3104.961669921875,53.7142219543457,142.75735473632812,3.14022159576416,6469.9833984375,42.01336669921875,133.03695678710938,2.643068790435791,2403.7822265625,1.2987273931503296,1.9575159549713135,10.598644256591797,3.571876287460327,7121.550930187558
2500,0.009791959077119827,19.63060188293457,0.6975247263908386,,20.104053497314453,0.0014995578364251723,0.014991075536818636,200,250,100,150,250,5000,,cosine_inc_closed_form,1.6934722661972046,1.9673255681991577,26.545106887817383,1.2008408308029175,59.43361282348633,146.36814880371094,3.3889243602752686,692.3377075195312,52.68958282470703,141.67822265625,3.516572952270508,1200.0885009765625,39.05728530883789,126.65803527832031,2.978447198867798,2262.57177734375,1.282897710800171,1.9154316186904907,11.462606430053711,3.8106894493103027,10800.38587074005
3000,0.007994119077920914,20.39269256591797,0.7109620571136475,,20.965435028076172,0.0010362330575932738,0.010356437310683876,215,250,100,150,250,5000,,cosine_inc_closed_form,1.692621111869812,1.967111349105835,26.6772518157959,1.2015784978866577,59.10600662231445,146.428955078125,3.6644508838653564,1282.3583984375,52.868560791015625,140.30030822753906,3.770453691482544,3312.08544921875,36.23271179199219,121.71978759765625,3.279731512069702,1174.7843017578125,1.2811651229858398,1.8979732990264893,12.155699729919434,4.056215286254883,14694.738455812889
3500,0.006984594743698835,20.90501594543457,0.7188536524772644,,21.56101417541504,0.000618353961822141,0.00617639229766675,229,250,100,150,250,5000,,cosine_inc_closed_form,1.6919385194778442,1.9669389724731445,26.784513473510742,1.202170968055725,58.782344818115234,146.2114715576172,3.8524868488311768,8190.740234375,52.527462005615234,139.1704559326172,3.9592766761779785,3208.236572265625,34.956382751464844,118.26933288574219,3.471849203109741,865.0704345703125,1.2702341079711914,1.8687074184417725,12.698282241821289,4.257215976715088,18011.36419718666
4000,0.006371901370584965,21.243783950805664,0.7251347899436951,,21.959636688232422,0.0002868254665407142,0.0028601124277275675,240,250,100,150,250,5000,,cosine_inc_closed_form,1.691049575805664,1.966713547706604,26.86152458190918,1.2029439210891724,58.58657455444336,145.9870147705078,3.9581942558288574,1286.3065185546875,52.29138946533203,138.42918395996094,4.069305419921875,18137.529296875,34.162620544433594,116.29324340820312,3.5930540561676025,1445.3685302734375,1.2632249593734741,1.8499211072921753,13.09349536895752,4.393392086029053,20354.826241556442
4500,0.006106573157012463,21.395984649658203,0.7269048094749451,,22.14226531982422,7.409989076198911e-05,0.00073221828041645,248,250,100,150,250,5000,,cosine_inc_closed_form,1.6907578706741333,1.9666392803192139,26.898147583007812,1.2031980752944946,58.479103088378906,145.8815155029297,4.001664638519287,1378.28076171875,52.2447509765625,138.11561584472656,4.113170146942139,4030.5068359375,33.85527038574219,115.46694946289062,3.6452395915985107,2971.89501953125,1.2698590755462646,1.858038067817688,13.29408073425293,4.4569091796875,21454.783044865842
4999,0.006059552542865276,21.423439025878906,0.7271603941917419,,22.17559814453125,1e-06,1e-06,250,250,100,150,250,5000,,cosine_inc_closed_form,1.6907081604003906,1.966626524925232,26.90483283996582,1.2032411098480225,58.46052169799805,145.8638458251953,4.008586406707764,1383.3592529296875,52.247108459472656,138.0681915283203,4.11978006362915,4007.236328125,33.817527770996094,115.34302520751953,3.653038263320923,3375.952880859375,1.2713305950164795,1.8597034215927124,13.333550453186035,4.47274923324585,21641.911112854763
