epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,6.22044038772583,0.09836431592702866,,6.26893949508667,0.0
500,12.221280097961426,0.3511013984680176,,12.422195434570312,0.0
1000,12.222861289978027,0.35598134994506836,,12.42348575592041,0.0
1500,12.223596572875977,0.3587473928928375,,12.423877716064453,0.0
2000,12.223992347717285,0.36004868149757385,,12.424951553344727,0.0
2500,12.224546432495117,0.361581414937973,,12.425122261047363,0.0
3000,12.225297927856445,0.3638726770877838,,12.425979614257812,0.0
3500,12.225905418395996,0.3666541874408722,,12.426575660705566,0.0
4000,12.226442337036133,0.3686445653438568,,12.427201271057129,0.0
4500,12.226827621459961,0.37034615874290466,,12.427885055541992,0.0
4999,12.227015495300293,0.3707450330257416,,12.441539764404297,0.0
