epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,11.019577026367188,0.35316410660743713,,11.171584129333496,0.0
500,16.815778732299805,0.41690781712532043,,17.429826736450195,0.0
1000,18.48345184326172,0.4344747066497803,,19.40078353881836,0.0
1500,19.436832427978516,0.4541477859020233,,20.601503372192383,0.0
2000,20.013246536254883,0.46761348843574524,,21.484947204589844,0.0
2500,20.474639892578125,0.4778333604335785,,22.057302474975586,0.0
3000,20.900569915771484,0.4917477071285248,,22.717008590698242,0.0
3500,21.223209381103516,0.5001736879348755,,23.270339965820312,0.0
4000,21.422412872314453,0.5052823424339294,,23.59726333618164,0.0
4500,21.51013946533203,0.5078580379486084,,23.740358352661133,0.0
4999,21.522689819335938,0.5082294344902039,,23.764856338500977,0.0
