epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.13959349691867828,8.746404647827148,0.006884885486215353,,8.883167266845703,0.0009999999014026553,1.8948813676834106,1.9969232082366943,7.302690029144287,1.057102918624878,77.95435333251953,182.5373077392578,1.1332080364227295,852.0401000976562,76.53236389160156,182.17279052734375,1.1451153755187988,701.4022216796875,75.42549896240234,181.31214904785156,1.1571334600448608,1147.7811279296875,2.675100326538086,2.988671064376831,0.6104555130004883,1.1053985357284546,1071024.0263352762
500,0.0016706774476915598,19.182668685913086,0.17839904129505157,,27.713634490966797,0.0009754556526527767,1.8933695554733276,1.9968291521072388,7.30544376373291,1.0579969882965088,78.45609283447266,182.36199951171875,1.140007495880127,815.695556640625,75.86375427246094,182.10922241210938,1.1475383043289185,359.7059631347656,36.22998809814453,165.11634826660156,1.8930846452713013,1663.658203125,1.2719546556472778,1.6807974576950073,0.6028303503990173,158.03607177734375,1745044.976802714
1000,0.0013427461963146925,19.198877334594727,0.1774791032075882,,28.70824432373047,0.000904419435410629,1.8936724662780762,1.996848225593567,7.307408809661865,1.0578176975250244,77.89886474609375,181.94264221191406,1.1492867469787598,724.1027221679688,75.94097137451172,182.15966796875,1.1444371938705444,435.9052734375,37.03325271606445,161.84535217285156,1.9603897333145142,8599.9052734375,1.3025176525115967,1.7197284698486328,0.6019020676612854,212.79766845703125,1814562.8039439956
1500,0.0010971096344292164,19.092971801757812,0.17224164307117462,,29.553497314453125,0.0007938447695582991,1.893898844718933,1.9968622922897339,7.308618545532227,1.0576837062835693,68.07135009765625,181.39932250976562,1.2339330911636353,4812.73046875,75.9343490600586,182.17947387695312,1.1447254419326782,531.2843017578125,37.48495101928711,159.98374938964844,2.0177314281463623,978.3897705078125,1.3169306516647339,1.736741542816162,0.6146578192710876,215.79061889648438,2048542.573688887
2000,0.000869202078320086,18.884784698486328,0.16308988630771637,,30.58709716796875,0.0006545554738084113,1.8941822052001953,1.9968799352645874,7.309248924255371,1.057516098022461,59.38059616088867,180.79345703125,1.3252860307693481,34788.68359375,76.03507995605469,182.18060302734375,1.1450250148773193,606.3914184570312,37.625972747802734,158.450927734375,2.0892324447631836,658.5458984375,1.3319576978683472,1.753556489944458,0.6381857395172119,221.68389892578125,2366198.5679199263
2500,0.0006440972210839391,18.618038177490234,0.15265782177448273,,31.896480560302734,0.0005001861549145554,1.8945262432098389,1.9969013929367065,7.309891223907471,1.0573128461837769,53.48127365112305,180.24900817871094,1.400118112564087,3954.62109375,76.0106430053711,182.1802520751953,1.1464654207229614,661.2520141601562,37.82230758666992,156.7982940673828,2.16957688331604,844.6675415039062,1.3462601900100708,1.7687305212020874,0.6683057546615601,229.32479858398438,2722116.9309769585
3000,0.0004744316393043846,18.315523147583008,0.1417972296476364,,33.230918884277344,0.00034584755736434975,1.8947398662567139,1.9969146251678467,7.311071395874023,1.057186484336853,50.11518859863281,179.7646484375,1.4497445821762085,1624.0634765625,75.92061614990234,182.1713104248047,1.1482317447662354,786.7778930664062,38.0682373046875,154.88134765625,2.254120111465454,1147.6953125,1.3582054376602173,1.7807996273040771,0.7016626596450806,243.98834228515625,3079835.1462395093
3500,0.00043728723539970815,18.119447708129883,0.13509967923164368,,33.59260177612305,0.0002066474184262493,1.8950492143630981,1.9969336986541748,7.311844348907471,1.0570037364959717,47.72920227050781,179.26817321777344,1.4899507761001587,669.6571655273438,75.86445617675781,182.15975952148438,1.1492716073989868,930.6660766601562,38.133995056152344,153.0380859375,2.3219833374023438,1633.607177734375,1.3656820058822632,1.788096308708191,0.7227429747581482,251.20907592773438,3361897.720031155
4000,0.00042772930464707315,18.040868759155273,0.13253995776176453,,33.688438415527344,9.621161756391294e-05,1.8952805995941162,1.9969478845596313,7.312395095825195,1.0568671226501465,45.899227142333984,178.6058807373047,1.5247349739074707,906.7559204101562,75.8543701171875,182.15533447265625,1.1495927572250366,941.9476318359375,38.14161682128906,151.98318481445312,2.3547658920288086,2539.040283203125,1.3689870834350586,1.7912596464157104,0.7312968969345093,254.05357360839844,3531502.1878375984
4500,0.00042381873936392367,18.00817108154297,0.13150517642498016,,33.72823715209961,2.535038041721489e-05,1.895386815071106,1.9969545602798462,7.312732219696045,1.0568045377731323,44.86272048950195,178.13450622558594,1.5453522205352783,1302.2725830078125,75.85443878173828,182.15367126464844,1.1496857404708862,981.357421875,38.13999557495117,151.51516723632812,2.368773937225342,2569.77978515625,1.370373010635376,1.7925752401351929,0.7349058985710144,255.08248901367188,3618775.386728106
4999,0.00042309044511057436,18.002017974853516,0.13131089508533478,,33.73566818237305,1e-06,1.8954085111618042,1.9969558715820312,7.312800884246826,1.0567916631698608,44.64823532104492,178.037109375,1.549651861190796,1376.7972412109375,75.85279083251953,182.15341186523438,1.1497137546539307,993.5006713867188,38.137725830078125,151.42343139648438,2.371509075164795,2535.63720703125,1.3706389665603638,1.7928268909454346,0.7355883717536926,255.24978637695312,3636530.602017867
