epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,8.327791213989258,0.3044130802154541,,8.369157791137695,0.0
500,11.956915855407715,0.5677069425582886,,12.055634498596191,0.0
1000,11.966715812683105,0.6383838653564453,,12.061902046203613,0.0
1500,11.968189239501953,0.6533416509628296,,12.064603805541992,0.0
2000,11.969018936157227,0.6582717299461365,,12.064286231994629,0.0
2500,11.969847679138184,0.6658661365509033,,12.064828872680664,0.0
3000,11.970988273620605,0.6767560839653015,,12.067052841186523,0.0
3500,11.972078323364258,0.6863062977790833,,12.067598342895508,0.0
4000,11.973241806030273,0.6979813575744629,,12.069138526916504,0.0
4500,11.97382926940918,0.7047073245048523,,12.069722175598145,0.0
4999,11.973875999450684,0.7043240666389465,,12.110635757446289,0.0
