epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,rank_wsd_phase,rank_wsd_phase_name,rank_wsd_lr_ratio,rank_wsd_N_rand,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.1698402762413025,14.00132942199707,0.601768434047699,,14.123835563659668,0.003,0.03,0,stable,1.0,1,1.8807226419448853,1.9959791898727417,7.314158916473389,1.0655661821365356,77.88523864746094,182.55288696289062,1.1332342624664307,1077.98388671875,76.5229263305664,182.20919799804688,1.14515221118927,7546.6728515625,75.47025299072266,181.28292846679688,1.1518889665603638,625.7674560546875,1.8422205448150635,2.731600046157837,0.9159834980964661,1.6069328784942627,10.014875917313182
500,0.014992951415479183,17.954113006591797,0.6725409030914307,,18.266084671020508,0.003,0.03,0,stable,1.0,1,1.7422082424163818,1.9781450033187866,20.173524856567383,1.1607458591461182,58.43242645263672,164.8440704345703,1.5698235034942627,667.73193359375,57.8682975769043,163.9004669189453,1.573447346687317,883.3052978515625,56.31265640258789,167.9108428955078,1.4908746480941772,3651.04345703125,1.2614688873291016,1.8320525884628296,5.632685661315918,4.716830253601074,418.4479789233798
1000,0.010490559041500092,19.594158172607422,0.7003309726715088,,20.06376075744629,0.003,0.03,0,stable,1.0,1,1.7108665704727173,1.9715068340301514,23.866342544555664,1.1860580444335938,42.27739715576172,138.9822540283203,2.28105092048645,5979.83740234375,43.70189666748047,138.7921142578125,2.2422280311584473,2733.780029296875,39.598304748535156,143.39662170410156,2.0563104152679443,3611.708251953125,1.2516584396362305,1.8092756271362305,7.730401039123535,4.861673831939697,1940.4002753581772
1500,0.015595455653965473,17.774309158325195,0.6665307879447937,,18.074190139770508,0.003,0.03,0,stable,1.0,1,1.8144780397415161,1.9895548820495605,25.626649856567383,1.108052372932434,40.00137710571289,133.67552185058594,2.5807201862335205,1449.111572265625,42.24602508544922,133.447265625,2.504453182220459,5010.17626953125,36.66707229614258,136.52798461914062,2.2711341381073,938.9265747070312,1.2065374851226807,1.7077690362930298,10.832023620605469,5.372028350830078,4074.722666168948
2000,0.01153082400560379,18.998720169067383,0.6911396980285645,,19.397470474243164,0.003,0.03,0,stable,1.0,1,1.8124791383743286,1.9893053770065308,25.84821128845215,1.1094146966934204,33.19626235961914,125.27449035644531,3.252943277359009,3617.29248046875,33.6690788269043,123.71662902832031,3.1266837120056152,2639.232421875,27.47209358215332,123.65369415283203,2.8244869709014893,1144.4271240234375,1.2026031017303467,1.694700002670288,11.550372123718262,5.555282115936279,8576.823811826804
2500,0.009417773224413395,19.797157287597656,0.7001290917396545,,20.29290008544922,0.003,0.03,0,stable,1.0,1,1.8048688173294067,1.9883226156234741,26.117389678955078,1.114647388458252,30.641557693481445,118.39600372314453,3.705409526824951,1015.3721313476562,29.417251586914062,115.89151763916016,3.6341822147369385,1180.7066650390625,21.782079696655273,113.07331085205078,3.356149435043335,2914.30126953125,1.1878912448883057,1.6550087928771973,12.217844009399414,5.933606147766113,14421.437336354931
3000,0.008496690541505814,20.025569915771484,0.7038504481315613,,20.552906036376953,0.003,0.03,0,stable,1.0,1,1.7991141080856323,1.987545371055603,26.365842819213867,1.1186535358428955,29.245500564575195,113.7203369140625,4.045875072479248,1516.7669677734375,27.661653518676758,110.29108428955078,3.990159749984741,9262.8134765625,19.182802200317383,105.53567504882812,3.7364511489868164,78428.1875,1.187618374824524,1.6520668268203735,12.559609413146973,6.03826904296875,19974.681032300272
3500,0.007440946996212006,20.608652114868164,0.7022716403007507,,21.23143768310547,0.0027293517406962787,0.027293517406962786,1,linear_decay,0.9097839135654262,1,1.7941206693649292,1.9868462085723877,26.627004623413086,1.1221650838851929,28.423107147216797,110.33427429199219,4.336162567138672,2513.93994140625,26.493310928344727,106.21404266357422,4.301174640655518,1808.4488525390625,17.747127532958984,99.81278228759766,4.037816524505615,11795.3017578125,1.1885485649108887,1.652122974395752,12.796862602233887,6.123431205749512,25660.495264879206
4000,0.006310706492513418,21.26968765258789,0.7152206897735596,,21.98399543762207,0.001919027611044418,0.01919027611044418,1,linear_decay,0.6396758703481393,1,1.7896595001220703,1.9862022399902344,26.894638061523438,1.1253303289413452,26.835514068603516,108.20252990722656,4.6473283767700195,4400.96435546875,25.963144302368164,103.23330688476562,4.534076690673828,4273.0986328125,16.773378372192383,94.7596206665039,4.3060736656188965,3539.947509765625,1.1782848834991455,1.6252442598342896,13.415919303894043,6.378441333770752,32738.578514703724
4500,0.005470704287290573,21.807601928710938,0.7291375994682312,,22.640972137451172,0.001108703481392557,0.01108703481392557,1,linear_decay,0.36956782713085234,1,1.786751389503479,1.9857724905014038,27.101566314697266,1.1274083852767944,25.843910217285156,107.05908966064453,4.85831356048584,1540.1104736328125,25.61275291442871,101.2794189453125,4.701310157775879,3604.60107421875,16.227506637573242,90.93411254882812,4.509500026702881,1581.0477294921875,1.1669964790344238,1.5954136848449707,14.194064140319824,6.665035247802734,39621.78102026599
4999,0.004837438929826021,22.23410415649414,0.7319684624671936,,23.155643463134766,0.0002999999999999999,0.002999999999999999,1,linear_decay,0.09999999999999998,1,1.7860610485076904,1.9856692552566528,27.217761993408203,1.1279033422470093,25.445297241210938,106.39739227294922,4.981297492980957,1617.2615966796875,25.313879013061523,100.04736328125,4.8262553215026855,1441.4486083984375,15.928657531738281,88.38155364990234,4.648859024047852,1677.13134765625,1.1566245555877686,1.5677391290664673,14.839373588562012,6.929360389709473,45140.579488433694
