epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,3.2847976684570312,-0.07564205676317215,,3.3360097408294678,0.0
500,21.150279998779297,0.48163652420043945,,27.868844985961914,0.0
1000,21.36510467529297,0.4996337890625,,28.953096389770508,0.0
1500,21.467172622680664,0.5075169205665588,,29.75771141052246,0.0
2000,21.581113815307617,0.5132851004600525,,31.20397186279297,0.0
2500,21.703102111816406,0.5162907242774963,,33.00593185424805,0.0
3000,21.65387725830078,0.5087296366691589,,34.534271240234375,0.0
3500,21.56877899169922,0.49735984206199646,,36.509727478027344,0.0
4000,21.424095153808594,0.4818296432495117,,37.62855911254883,0.0
4500,21.35366439819336,0.4748128652572632,,37.8371467590332,0.0
4999,21.34099006652832,0.47358301281929016,,37.872108459472656,0.0
