epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.4120471775531769,3.2847976684570312,-0.07564205676317215,,3.3360097408294678,0.0009999999014026553,1.8613466024398804,1.99445378780365,5.159545421600342,1.0774844884872437,68.99396514892578,176.06631469726562,0.08228681236505508,1741.9617919921875,6.222720623016357,121.79283142089844,0.2740476131439209,7897.08203125,5.7208452224731445,115.66985321044922,0.2835458815097809,2563.939697265625,2.117919683456421,2.877692461013794,0.04812240973114967,1.3669334650039673,4064.2309452035233
500,0.0016308309277519584,21.150279998779297,0.48163652420043945,,27.868844985961914,0.0009754556526527767,1.8638839721679688,1.9946691989898682,5.161589622497559,1.075900912284851,12.066667556762695,116.09964752197266,0.45829424262046814,8477.5283203125,1.4425021409988403,8.552441596984863,1.6631181240081787,10578.4052734375,1.6648457050323486,10.400227546691895,1.5168143510818481,11846.6337890625,1.1481796503067017,1.5864369869232178,0.3009510338306427,4.8822102546691895,4597473.177760291
1000,0.0012588618556037545,21.36510467529297,0.4996337890625,,28.953096389770508,0.000904419435410629,1.8638743162155151,1.9946684837341309,5.163235664367676,1.0759069919586182,12.270845413208008,117.79852294921875,0.45763787627220154,5314.43505859375,1.54215669631958,11.137787818908691,1.5398080348968506,14219.49609375,1.7480131387710571,12.511091232299805,1.5041747093200684,9331.9013671875,1.18258535861969,1.6987700462341309,0.30486005544662476,3.9743757247924805,4271193.656582304
1500,0.0010362780885770917,21.467172622680664,0.5075169205665588,,29.75771141052246,0.0007938447695582991,1.8636847734451294,1.994652509689331,5.164965629577637,1.0760250091552734,12.429234504699707,118.84398651123047,0.4570968747138977,1502.953369140625,1.6130337715148926,13.110820770263672,1.4679186344146729,30593.76171875,1.8234940767288208,14.438009262084961,1.4872219562530518,38388.7578125,1.2059948444366455,1.7681819200515747,0.3040936291217804,3.6097636222839355,4012367.894910463
2000,0.0007634400390088558,21.581113815307617,0.5132851004600525,,31.20397186279297,0.0006545554738084113,1.8636202812194824,1.9946470260620117,5.166196823120117,1.076065182685852,12.544881820678711,119.55651092529297,0.45689380168914795,4301.36669921875,1.654157280921936,14.296859741210938,1.4346389770507812,31911.75,1.888671636581421,16.111103057861328,1.4766957759857178,36652.43359375,1.2202028036117554,1.8086321353912354,0.3066665232181549,3.423711061477661,3925782.254695207
2500,0.0004910294665023685,21.703102111816406,0.5162907242774963,,33.00593185424805,0.0005001861549145554,1.8635462522506714,1.994640827178955,5.167336463928223,1.0761111974716187,12.613083839416504,119.9807357788086,0.45688655972480774,8157.77392578125,1.673477292060852,14.859524726867676,1.4232113361358643,6906.62939453125,1.9330974817276,17.27642059326172,1.4758753776550293,33002.70703125,1.2260198593139648,1.824953317642212,0.3117114007472992,3.3501930236816406,3957189.58405038
3000,0.0003532929113134742,21.65387725830078,0.5087296366691589,,34.534271240234375,0.00034584755736434975,1.863456130027771,1.9946331977844238,5.167933464050293,1.0761674642562866,12.646506309509277,120.25640106201172,0.45711973309516907,6794.1767578125,1.6806862354278564,15.074299812316895,1.4220930337905884,14079.01171875,1.962458848953247,18.068754196166992,1.4820753335952759,44748.7265625,1.227021336555481,1.8278579711914062,0.318313330411911,3.3344578742980957,4057326.552741691
3500,0.00022202442050911486,21.56877899169922,0.49735984206199646,,36.509727478027344,0.0002066474184262493,1.8634001016616821,1.9946284294128418,5.168252468109131,1.0762022733688354,12.669943809509277,120.45393371582031,0.4572084844112396,6856.58056640625,1.681485652923584,15.10561752319336,1.426002860069275,9820.6142578125,1.982148289680481,18.625293731689453,1.4909439086914062,8057.3037109375,1.2246739864349365,1.82160222530365,0.3258880376815796,3.3548479080200195,4191293.6343388944
4000,0.00017268536612391472,21.424095153808594,0.4818296432495117,,37.62855911254883,9.621161756391294e-05,1.8633768558502197,1.9946266412734985,5.1683807373046875,1.0762168169021606,12.684545516967773,120.57829284667969,0.45722755789756775,2801.299072265625,1.6791579723358154,15.044886589050293,1.4315825700759888,158226.59375,1.9961676597595215,19.03293800354004,1.4987748861312866,19089.796875,1.2208442687988281,1.8113733530044556,0.33273813128471375,3.387451171875,4318990.465608332
4500,0.00016455214063171297,21.35366439819336,0.4748128652572632,,37.8371467590332,2.535038041721489e-05,1.863360047340393,1.9946250915527344,5.168452739715576,1.0762273073196411,12.690145492553711,120.62723541259766,0.4572412073612213,3140.21240234375,1.6781316995620728,15.017936706542969,1.433753252029419,20477.1484375,2.0012853145599365,19.191062927246094,1.5024800300598145,318254.21875,1.2186827659606934,1.805629849433899,0.335889607667923,3.4041600227355957,4377494.096283626
4999,0.00016322631563525647,21.34099006652832,0.47358301281929016,,37.872108459472656,1e-06,1.8633570671081543,1.9946249723434448,5.1684651374816895,1.076229214668274,12.691572189331055,120.63771057128906,0.4572353661060333,3257.412841796875,1.6780024766921997,15.014693260192871,1.4340847730636597,17669.01171875,2.002135753631592,19.217741012573242,1.5031808614730835,64246.0859375,1.21829092502594,1.804589867591858,0.336455374956131,3.4070863723754883,4387881.638190187
