epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,11.209869384765625,0.028670823201537132,,11.3221435546875,0.0
500,22.98540496826172,0.47994640469551086,,25.285337448120117,0.0
1000,24.355859756469727,0.5514598488807678,,26.839977264404297,0.0
1500,23.984832763671875,0.550459086894989,,27.443532943725586,0.0
2000,24.581621170043945,0.5873499512672424,,29.439929962158203,0.0
2500,25.001144409179688,0.6025937795639038,,31.072559356689453,0.0
3000,25.52924919128418,0.6266399025917053,,33.30876922607422,0.0
3500,25.84893035888672,0.6317935585975647,,35.168296813964844,0.0
4000,25.56255340576172,0.6088931560516357,,36.5041389465332,0.0
4500,25.381481170654297,0.5941807627677917,,36.912017822265625,0.0
4999,25.347633361816406,0.5914729833602905,,36.97444152832031,0.0
