epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,9.228845596313477,0.18371492624282837,,9.385128021240234,0.0
500,14.728575706481934,0.3730863034725189,,15.306478500366211,0.0
1000,14.729421615600586,0.37426865100860596,,15.307756423950195,0.0
1500,14.7300443649292,0.3757260739803314,,15.308318138122559,0.0
2000,14.730191230773926,0.3759346306324005,,15.308318138122559,0.0
2500,14.730262756347656,0.3761504590511322,,15.308552742004395,0.0
3000,14.730435371398926,0.3766574561595917,,15.30846118927002,0.0
3500,14.730798721313477,0.3776460587978363,,15.309257507324219,0.0
4000,14.731151580810547,0.37827083468437195,,15.309471130371094,0.0
4500,14.731389999389648,0.3789062798023224,,15.309857368469238,0.0
4999,14.731508255004883,0.3791441023349762,,15.311767578125,0.0
