epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,10.97623348236084,0.030434250831604004,,11.203608512878418,0.0
500,22.72027015686035,0.5179540514945984,,29.29702377319336,0.0
1000,22.500385284423828,0.5097498297691345,,28.845577239990234,0.0
1500,22.889862060546875,0.5301565527915955,,30.51872444152832,0.0
2000,23.568613052368164,0.5687978267669678,,33.047401428222656,0.0
2500,23.454757690429688,0.5644378066062927,,33.582096099853516,0.0
3000,23.632410049438477,0.5735028386116028,,37.592872619628906,0.0
3500,23.63394546508789,0.5712994933128357,,39.8349609375,0.0
4000,23.611003875732422,0.5657286047935486,,41.30558395385742,0.0
4500,23.583965301513672,0.5611369609832764,,41.71668243408203,0.0
4999,23.577651977539062,0.5601547360420227,,41.78745651245117,0.0
