epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,13.50623893737793,0.3604316711425781,,13.934206008911133,0.0
500,20.456771850585938,0.45954930782318115,,23.177692413330078,0.0
1000,21.11119842529297,0.466794490814209,,24.515270233154297,0.0
1500,20.205638885498047,0.45821523666381836,,22.715694427490234,0.0
2000,20.857498168945312,0.46231958270072937,,23.96099853515625,0.0
2500,21.23348617553711,0.4695707857608795,,24.773815155029297,0.0
3000,21.40383529663086,0.470752477645874,,25.184219360351562,0.0
3500,21.585004806518555,0.47495052218437195,,25.613401412963867,0.0
4000,21.751922607421875,0.47761061787605286,,26.067867279052734,0.0
4500,21.890892028808594,0.4808768332004547,,26.451337814331055,0.0
4999,21.9862060546875,0.4831027090549469,,26.726699829101562,0.0
