epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,8.37647533416748,0.09269747883081436,,8.556763648986816,0.0
500,12.533971786499023,0.21455739438533783,,13.017071723937988,0.0
1000,12.533974647521973,0.21440279483795166,,13.016966819763184,0.0
1500,12.53462028503418,0.2150358408689499,,13.016438484191895,0.0
2000,12.534713745117188,0.21574318408966064,,13.017332077026367,0.0
2500,12.535680770874023,0.21719402074813843,,13.017773628234863,0.0
3000,12.535812377929688,0.21736426651477814,,13.018097877502441,0.0
3500,12.536648750305176,0.218669131398201,,13.019152641296387,0.0
4000,12.537286758422852,0.21964609622955322,,13.019909858703613,0.0
4500,12.53762435913086,0.22039420902729034,,13.020466804504395,0.0
4999,12.537801742553711,0.2207164168357849,,13.025504112243652,0.0
