epochs,full_psnr,ssim,lpips,train_psnr,test_psnr
0,9.4316987991333,0.21860037744045258,,9.47000503540039,0.0
500,14.81414794921875,0.5926550030708313,,14.962078094482422,0.0
1000,14.8152494430542,0.5955862402915955,,14.964651107788086,0.0
1500,14.816003799438477,0.5986868143081665,,14.963808059692383,0.0
2000,14.816699981689453,0.6019129157066345,,14.964427947998047,0.0
2500,14.817577362060547,0.607001006603241,,14.96588134765625,0.0
3000,14.818120956420898,0.6093814373016357,,14.966212272644043,0.0
3500,14.818916320800781,0.6123462319374084,,14.967287063598633,0.0
4000,14.819652557373047,0.6156232357025146,,14.968320846557617,0.0
4500,14.820170402526855,0.618144690990448,,14.968852996826172,0.0
4999,14.820310592651367,0.6188340783119202,,14.97828483581543,0.0
