epoch,loss,full_psnr,ssim,lpips,train_psnr,learning_rate_muon,learning_rate_aux,auto_cos_inc/current_rank,auto_cos_inc/current_target_rank,auto_cos_inc/rank_floor,auto_cos_inc/rank_start,auto_cos_inc/rank_end,auto_cos_inc/rank_warmup_steps,auto_cos_inc/auto_rank_start_final,auto_cos_inc/current_method,stable_rank/layer_0,effective_rank/layer_0,spectral_norm/layer_0,condition_number/layer_0,stable_rank/layer_1,effective_rank/layer_1,spectral_norm/layer_1,condition_number/layer_1,stable_rank/layer_2,effective_rank/layer_2,spectral_norm/layer_2,condition_number/layer_2,stable_rank/layer_3,effective_rank/layer_3,spectral_norm/layer_3,condition_number/layer_3,stable_rank/layer_4,effective_rank/layer_4,spectral_norm/layer_4,condition_number/layer_4,end_to_end_bound
0,0.38233429193496704,5.982858657836914,0.01566304825246334,,6.102018356323242,0.00299999953751653,0.029999995373777386,200,250,100,200,250,4000,,cosine_inc_closed_form,1.8766460418701172,1.9956809282302856,7.329784393310547,1.0680408477783203,77.89412689208984,182.55810546875,1.1331720352172852,950.0609130859375,76.52029418945312,182.2058868408203,1.1451467275619507,146391.078125,75.47417449951172,181.28656005859375,1.152275562286377,711.455810546875,1.7404346466064453,2.656052589416504,0.8530828356742859,1.6533056497573853,1495945.3308858646
500,0.004989620763808489,19.01260757446289,0.5176863670349121,,22.34295082092285,0.00288540624375002,0.02885371854159943,202,250,100,200,250,4000,,cosine_inc_closed_form,1.8509665727615356,1.9935204982757568,8.142870903015137,1.084036111831665,77.48739624023438,182.11737060546875,1.1538881063461304,952.1873779296875,76.75627136230469,181.62893676757812,1.1432584524154663,500.02001953125,55.194942474365234,168.76458740234375,1.1838911771774292,2652.542724609375,1.3097890615463257,1.7696571350097656,0.6606653332710266,12.513141632080078,1344308.5257242587
1000,0.004070608876645565,20.480369567871094,0.5754542350769043,,24.766530990600586,0.002559973528578927,0.025598414766201737,207,250,100,200,250,4000,,cosine_inc_closed_form,1.8444017171859741,1.992887258529663,8.334331512451172,1.0882419347763062,76.81945037841797,181.5986328125,1.1683025360107422,271.4532775878906,75.90946197509766,181.06072998046875,1.1541622877120972,1341.5064697265625,55.533023834228516,166.11708068847656,1.230068564414978,1939.5277099609375,1.2561511993408203,1.7146880626678467,0.7940925359725952,10.034668922424316,1756359.389105309
1500,0.003199059749022126,20.071762084960938,0.561427652835846,,24.660751342773438,0.0020732455728331434,0.020729674537986464,215,250,100,200,250,4000,,cosine_inc_closed_form,1.8411471843719482,1.9925603866577148,8.411794662475586,1.0903451442718506,75.3155517578125,181.10494995117188,1.1901508569717407,493.13916015625,75.30557250976562,180.35604858398438,1.1700422763824463,460.5278015136719,53.96733856201172,163.9015655517578,1.3103643655776978,37518.44921875,1.214905858039856,1.6823222637176514,0.9397270083427429,7.189176559448242,2307841.5939963716
2000,0.0005553474184125662,21.21364402770996,0.5989933609962463,,32.35654830932617,0.001499322295575062,0.014988719421459214,225,250,100,200,250,4000,,cosine_inc_closed_form,1.8417788743972778,1.9926246404647827,8.428942680358887,1.0899360179901123,74.73284149169922,180.78802490234375,1.204406976699829,1439.496337890625,74.87423706054688,179.9485321044922,1.1849607229232788,403.7602844238281,52.68164825439453,162.40042114257812,1.4053864479064941,1966.0732421875,1.2033954858779907,1.718997836112976,1.1010061502456665,4.810501575469971,2978213.3588259267
2500,0.00028092722641304135,21.56324005126953,0.5970786213874817,,35.55134963989258,0.0009255783131397608,0.009249557791223603,235,250,100,200,250,4000,,cosine_inc_closed_form,1.842055320739746,1.992652416229248,8.427974700927734,1.0897572040557861,74.73175048828125,180.7250213623047,1.2112020254135132,23260.544921875,74.59732055664062,179.65426635742188,1.195783019065857,284.6693420410156,53.27261734008789,161.18963623046875,1.491944432258606,1525.0577392578125,1.191084861755371,1.7112191915512085,1.2695629596710205,4.236696720123291,3699295.8677155375
3000,0.00013820901222061366,21.38445281982422,0.5734584927558899,,38.607337951660156,0.00043936094585086326,0.004385924979853286,243,250,100,200,250,4000,,cosine_inc_closed_form,1.8421884775161743,1.9926658868789673,8.42655086517334,1.0896708965301514,74.63127136230469,180.69883728027344,1.2167104482650757,2952.674560546875,74.46536254882812,179.40696716308594,1.2038410902023315,327.5306091308594,54.5872802734375,160.1900177001953,1.552810788154602,479.1643981933594,1.18619966506958,1.705018162727356,1.3747531175613403,4.066245079040527,4215697.910147582
3500,0.00011036554496968165,21.29930877685547,0.5551289319992065,,39.57257080078125,0.00011469238030669109,0.001138264993938117,248,250,100,200,250,4000,,cosine_inc_closed_form,1.8422435522079468,1.9926714897155762,8.425865173339844,1.0896352529525757,74.38069152832031,180.66961669921875,1.2214912176132202,2982.115234375,74.28018951416016,179.19842529296875,1.210753083229065,588.5872802734375,55.03957748413086,159.64828491210938,1.5933818817138672,481.4091796875,1.1827569007873535,1.6972060203552246,1.4343003034591675,4.042219638824463,4556594.539757998
3999,0.00010667083552107215,21.275293350219727,0.5506781935691833,,39.71955108642578,1e-06,1e-06,250,250,100,200,250,4000,,cosine_inc_closed_form,1.8422549962997437,1.9926726818084717,8.425716400146484,1.0896278619766235,74.3182373046875,180.66065979003906,1.2227355241775513,2244.99267578125,74.29875183105469,179.15553283691406,1.212230920791626,513.006591796875,55.08708572387695,159.5642852783203,1.6019290685653687,531.8123168945312,1.1819884777069092,1.6952680349349976,1.4456591606140137,4.0425333976745605,4627579.643799393
